Country/Region,Region,Year,Population Total,GDP,CO2 Emissions,Energy Usage,Life Expectancy,Infant Mortality Rate
Philippines,Asia,01/12/2002,80953652,81357657790,71338,38767,67,0.029
Singapore,Asia,01/12/2002,4176000,91941791944,47231,21005,79,0.003
Sri Lanka,Asia,01/12/2002,18921000,17102623876,11008,8199,72.5,0.013
Tajikistan,Asia,01/12/2002,6404118,1221113795,1881,2129,64.5,0.066
Thailand,Asia,01/12/2002,63797841,127000000000,215975,82257,71.5,0.018
Timor-Leste,Asia,01/12/2002,899367,426700000,161,,61.5,0.076
Turkmenistan,Asia,01/12/2002,4600171,4462028989,40245,15811,64,0.063
Uzbekistan,Asia,01/12/2002,25271850,9687951055,126915,53188,67,0.05
Vietnam,Asia,01/12/2002,79538700,37947904054,70806,33441,74,0.026
Albania,Europe,01/12/2002,3051427,4449373456,3751,1975,75,0.021
Andorra,Europe,01/12/2002,71639,1456198796,532,,,0.004
Austria,Europe,01/12/2002,8081957,208000000000,67179,30447,79,0.004
Belarus,Europe,01/12/2002,9865000,14594925393,52390,25262,68,0.009
Belgium,Europe,01/12/2002,10332785,253000000000,107531,56375,78,0.004
Bosnia and Herzegovina,Europe,01/12/2002,3897579,6651226179,22919,4407,75,0.007
Bulgaria,Europe,01/12/2002,7868468,15979194511,44635,18861,72,0.016
Croatia,Europe,01/12/2002,4440000,26524896398,21877,8245,74.5,0.007
Cyprus,Europe,01/12/2002,979877,10557366162,7022,2143,78,0.005
Czech Republic,Europe,01/12/2002,10196916,78425201661,120193,42535,75.5,0.005
Denmark,Europe,01/12/2002,5375931,174000000000,49266,19004,77,0.004
Estonia,Europe,01/12/2002,1379350,7324390332,14936,4713,71,0.008
Faeroe Islands,Europe,01/12/2002,47751,1268445919,763,,79.5,
Finland,Europe,01/12/2002,5200598,135000000000,61078,34819,78.5,0.003
France,Europe,01/12/2002,61803229,1450000000000,380840,261182,79.5,0.004
Germany,Europe,01/12/2002,82488495,2010000000000,828771,338553,78,0.004
Greece,Europe,01/12/2002,10983723,146000000000,93670,28321,78.5,0.006
Hungary,Europe,01/12/2002,10158608,66389489264,56094,25601,72.5,0.009
Iceland,Europe,01/12/2002,287523,8907207933,2171,3285,81,0.003
Ireland,Europe,01/12/2002,3931947,123000000000,43762,14673,77.5,0.005
Isle of Man,Europe,01/12/2002,78338,1897606791,,,78.5,
Italy,Europe,01/12/2002,57059007,1230000000000,452632,172396,80,0.004
Kosovo,Europe,01/12/2002,1702310,2702427047,,1894,68,
Latvia,Europe,01/12/2002,2310173,9314784080,6652,4073,71,0.013
Liechtenstein,Europe,01/12/2002,33821,2688617885,,,79.5,
Lithuania,Europe,01/12/2002,3443067,14163949142,13212,8865,72,0.009
Luxembourg,Europe,01/12/2002,446175,22568793525,9417,3646,78.5,0.003
North Macedonia,Europe,01/12/2002,2074441,3791306758,10935,2527,73.5,0.013
Malta,Europe,01/12/2002,395969,4296164768,2299,734,78.5,0.006
Moldova,Europe,01/12/2002,3623062,1661818168,3986,3096,67,0.023
Monaco,Europe,01/12/2002,32653,2905973022,,,,0.004
Montenegro,Europe,01/12/2002,612325,1284504509,,,74,0.011
Netherlands,Europe,01/12/2002,16148929,438000000000,172364,75706,78.5,0.005
Norway,Europe,01/12/2002,4538159,192000000000,37429,24912,79.5,0.004
Poland,Europe,01/12/2002,38230364,198000000000,296932,88855,74.5,0.007
Portugal,Europe,01/12/2002,10419631,132000000000,66820,25824,77.5,0.005
Romania,Europe,01/12/2002,21730496,45988510814,92174,38140,71,0.022
Russia,Europe,01/12/2002,145408033,345000000000,1557665,623098,65.5,0.018
San Marino,Europe,01/12/2002,28064,879957210,,,81.5,0.004
Serbia,Europe,01/12/2002,7500031,15102567925,,15891,72.5,0.01
Slovakia,Europe,01/12/2002,5376912,34638306042,39252,18733,74,0.009
Slovenia,Europe,01/12/2002,1994530,23136352386,15420,6830,76,0.004
Spain,Europe,01/12/2002,41431558,686000000000,314519,128757,79.5,0.005
Sweden,Europe,01/12/2002,8924958,251000000000,57425,51784,80,0.003
Switzerland,Europe,01/12/2002,7284753,287000000000,40718,25888,80.5,0.005
Turkey,Europe,01/12/2002,65022300,233000000000,205678,74248,71.5,0.03
Ukraine,Europe,01/12/2002,48202500,42392896031,318684,135601,68.5,0.014
United Kingdom,Europe,01/12/2002,59370479,1620000000000,531939,218306,78.5,0.005
Bahrain,Middle East,01/12/2002,732541,9632411109,15698,6433,75,0.01
Iran,Middle East,01/12/2002,67727274,116000000000,402178,138011,70.5,0.026
Iraq,Middle East,01/12/2002,25238267,,87260,27981,70.5,0.035
Israel,Middle East,01/12/2002,6570000,113000000000,63146,18809,80,0.005
Jordan,Middle East,01/12/2002,5038000,9580161951,16887,5060,72.5,0.022
Kuwait,Middle East,01/12/2002,2048232,38138801497,52753,20639,73.5,0.011
Lebanon,Middle East,01/12/2002,3515604,19152238806,16039,5220,75.5,0.015
Oman,Middle East,01/12/2002,2308409,20049414986,25471,8818,73,0.013
Qatar,Middle East,01/12/2002,629745,19363735706,28482,13711,77,0.01
Saudi Arabia,Middle East,01/12/2002,21825217,189000000000,326407,116953,73,0.018
Syria,Middle East,01/12/2002,16994676,21582248882,39068,16735,74,0.018
United Arab Emirates,Middle East,01/12/2002,3223969,110000000000,84704,40578,75,0.009
Yemen,Middle East,01/12/2002,18551068,10693278292,15764,5100,61,0.064
American Samoa,Oceania,01/12/2002,58729,,,,,
Australia,Oceania,01/12/2002,19651400,394000000000,341002,109461,80,0.005
Fiji,Oceania,01/12/2002,816237,1842691481,836,,68,0.02
French Polynesia,Oceania,01/12/2002,245032,,737,,73,
Guam,Oceania,01/12/2002,157241,,,,75.5,
Kiribati,Oceania,01/12/2002,85799,72259046,40,,65.5,0.052
Marshall Islands,Oceania,01/12/2002,52161,124735072,84,,,0.033
"Micronesia, Fed. Sts.",Oceania,01/12/2002,106983,241543396,147,,67.5,0.04
New Caledonia,Oceania,01/12/2002,221490,,2428,,75,
New Zealand,Oceania,01/12/2002,3948500,66021205382,33201,17119,79,0.006
Papua New Guinea,Oceania,01/12/2002,5660267,2999542369,3513,,59.5,0.057
Samoa,Oceania,01/12/2002,176592,256677700,143,,70,0.018
Solomon Islands,Oceania,01/12/2002,434880,341663054,172,,64.5,0.029
Tonga,Oceania,01/12/2002,99083,181801947,147,,71,0.015
Vanuatu,Oceania,01/12/2002,193950,262603782,84,,68.5,0.019
Antigua and Barbuda,The Americas,01/12/2002,80030,806505874,363,,73.5,0.012
Argentina,The Americas,01/12/2002,37627545,124000000000,123266,55386,74.5,0.017
Aruba,The Americas,01/12/2002,94995,1941094972,2255,,73.5,
"Bahamas, The",The Americas,01/12/2002,309039,6957996000,1577,,73,0.013
Barbados,The Americas,01/12/2002,269524,3168600000,1228,,73.5,0.015
Belize,The Americas,01/12/2002,251766,932676403,359,,71.5,0.02
Bermuda,The Americas,01/12/2002,62912,3937228000,524,,78.5,
Bolivia,The Americas,01/12/2002,8843350,7905485216,9567,3527,64,0.052
Brazil,The Americas,01/12/2002,179393768,504000000000,332267,195759,71,0.025
Canada,The Americas,01/12/2002,31362000,753000000000,519163,248220,79.5,0.005
Cayman Islands,The Americas,01/12/2002,44742,,469,,,
Chile,The Americas,01/12/2002,15819522,70984568429,55361,25568,78,0.008
Colombia,The Americas,01/12/2002,41216304,97933392356,55661,25205,71.5,0.02
Costa Rica,The Americas,01/12/2002,4093840,16844378578,6326,3073,78,0.01
Cuba,The Americas,01/12/2002,11212125,33590400000,26091,11729,77,0.006
Curacao,The Americas,01/12/2002,128804,,,,,
Dominica,The Americas,01/12/2002,69806,326998081,103,,77,0.013
Dominican Republic,The Americas,01/12/2002,8935261,26570402719,21500,7476,71,0.032
Ecuador,The Americas,01/12/2002,13030041,28548945000,24690,9177,74,0.026
El Salvador,The Americas,01/12/2002,6008308,14306700000,6040,4232,70,0.024
Greenland,The Americas,01/12/2002,56609,1169136691,539,,68,
Grenada,The Americas,01/12/2002,102099,544381962,205,,70.5,0.013
Guatemala,The Americas,01/12/2002,11765738,20776536920,11096,7248,68.5,0.037
Guyana,The Americas,01/12/2002,750629,722460912,1580,,63.5,0.037
Haiti,The Americas,01/12/2002,8859635,3214632479,1826,2309,58,0.071
Honduras,The Americas,01/12/2002,6495801,7776459964,6091,3380,71,0.029
Jamaica,The Americas,01/12/2002,2615253,9718989517,10301,3586,71,0.019
Mexico,The Americas,01/12/2002,106723661,742000000000,391251,150843,74.5,0.019
Nicaragua,The Americas,01/12/2002,5248577,5224213019,4037,2636,71,0.03
Panama,The Americas,01/12/2002,3178450,12272400000,5871,2625,75.5,0.021
Paraguay,The Americas,01/12/2002,5571371,6325151760,3898,3885,71,0.026
Peru,The Americas,01/12/2002,26729909,53992755100,27187,11873,71.5,0.026
Puerto Rico,The Americas,01/12/2002,3823701,72546194000,,,78,
Sint Maarten (Dutch part),The Americas,01/12/2002,32566,,,,,
St. Kitts and Nevis,The Americas,01/12/2002,46934,478067954,198,,71.5,0.012
St. Lucia,The Americas,01/12/2002,160217,723027643,326,,72,0.015
St. Martin (French part),The Americas,01/12/2002,27450,,,,77.5,
St. Vincent and the Grenadines,The Americas,01/12/2002,108150,462641610,187,,70.5,0.019
Suriname,The Americas,01/12/2002,480099,1078402128,2252,,68.5,0.029
Trinidad and Tobago,The Americas,01/12/2002,1277723,9008273516,26890,12540,69,0.025
Turks and Caicos Islands,The Americas,01/12/2002,21740,,99,,,
United States,The Americas,01/12/2002,287625193,11000000000000,5650950,2255957,77,0.007
Uruguay,The Americas,01/12/2002,3327500,13606494599,4620,2538,75,0.014
Venezuela,The Americas,01/12/2002,25333622,92889586976,193262,57515,73,0.017
Algeria,Africa,01/12/2003,33003442,67863832648,92533,30698,69.5,0.031
Angola,Africa,01/12/2003,15421075,14188949240,9065,9004,47.5,0.125
Benin,Africa,01/12/2003,7665681,3557229702,2321,2386,56.5,0.082
Botswana,Africa,01/12/2003,1832602,7511538765,4265,1907,47.5,0.051
Burkina Faso,Africa,01/12/2003,12659086,4205691122,1078,,52,0.091
Burundi,Africa,01/12/2003,7264340,784654424,165,,49,0.082
Cameroon,Africa,01/12/2003,17223277,13621809574,3795,6766,52,0.084
Central African Republic,Africa,01/12/2003,3829636,1139754772,235,,44.5,0.112
Chad,Africa,01/12/2003,9311234,2736666451,381,,47,0.103
Comoros,Africa,01/12/2003,570491,324470869,99,,58.5,0.072
Congo (Kinshasa),Africa,01/12/2003,50972323,8937565919,1698,18503,47.5,0.111
Congo (Brazzaville),Africa,01/12/2003,3363418,3495868725,1085,999,53,0.07
Cote d'Ivoire,Africa,01/12/2003,16909801,13737482343,5460,6578,46.5,0.094
Djibouti,Africa,01/12/2003,755085,622044666,407,,57.5,0.075
Egypt,Africa,01/12/2003,69432477,82923680622,147963,48971,69.5,0.029
Equatorial Guinea,Africa,01/12/2003,568552,2484745876,6018,,48,0.092
Eritrea,Africa,01/12/2003,4472533,870247702,726,804,57.5,0.051
Ethiopia,Africa,01/12/2003,71989666,8465744001,4947,27648,54.5,0.079
Gabon,Africa,01/12/2003,1315820,6054883172,1335,1593,59.5,0.053
"Gambia, The",Africa,01/12/2003,1348548,487038678,315,,56,0.059
Ghana,Africa,01/12/2003,20301686,7632720680,7631,8226,58,0.06
Guinea,Africa,01/12/2003,9204581,3446442219,1342,,52,0.092
Guinea-Bissau,Africa,01/12/2003,1360559,465414408,194,,52,0.101
Kenya,Africa,01/12/2003,33905011,14904504019,6755,14769,53,0.065
Lesotho,Africa,01/12/2003,1898757,969181551,,,44,0.083
Liberia,Africa,01/12/2003,3124222,409000000,532,,53.5,0.097
Libya,Africa,01/12/2003,5422612,24062500000,49167,17441,73,0.022
Madagascar,Africa,01/12/2003,17245275,5474030228,1701,,60.5,0.061
Malawi,Africa,01/12/2003,12238739,2424656666,957,,47,0.084
Mali,Africa,01/12/2003,11219737,4362439887,539,,50.5,0.105
Mauritania,Africa,01/12/2003,2965667,1563072653,1474,,60.5,0.076
Mauritius,Africa,01/12/2003,1222811,5609836354,3146,,72.5,0.014
Morocco,Africa,01/12/2003,29586937,49822651702,37561,11018,68.5,0.038
Mozambique,Africa,01/12/2003,19873460,4666197195,1918,8063,47.5,0.099
Namibia,Africa,01/12/2003,1981237,4931280096,1874,1076,54,0.049
Niger,Africa,01/12/2003,12254040,2731416281,880,,53,0.09
Nigeria,Africa,01/12/2003,132550146,67655840108,93138,99007,47.5,0.103
Rwanda,Africa,01/12/2003,9126167,1845979351,682,,52,0.083
Sao Tome and Principe,Africa,01/12/2003,147455,101315400,66,,64,0.052
Senegal,Africa,01/12/2003,10673535,6858952717,5013,2556,59.5,0.062
Seychelles,Africa,01/12/2003,82800,703096503,557,,71,0.012
Sierra Leone,Africa,01/12/2003,4712763,1371442566,653,,40.5,0.133
Somalia,Africa,01/12/2003,8037706,,576,,51.5,0.105
South Africa,Africa,01/12/2003,46409243,168000000000,380811,117374,52.5,0.053
